sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Veneto,2021-09-15,8.0,17.0,105.0,2.0,-17.0,0.0
Veneto,2021-09-16,3.0,17.0,69.0,-6.0,-18.0,1.0
Veneto,2021-09-17,3.0,16.0,86.0,-5.0,-18.0,1.0
Veneto,2021-09-18,0.0,5.0,81.0,5.0,-11.0,-2.0
Veneto,2021-09-19,-11.0,1.0,18.0,-2.0,6.0,3.0
Veneto,2021-09-20,3.0,13.0,89.0,-4.0,-17.0,1.0
Veneto,2021-09-21,8.0,17.0,100.0,-5.0,-16.0,1.0
Veneto,2021-09-22,3.0,13.0,85.0,-5.0,-13.0,1.0
Veneto,2021-09-23,4.0,15.0,84.0,-5.0,-14.0,1.0
Veneto,2021-09-24,2.0,14.0,90.0,-2.0,-14.0,0.0
Veneto,2021-09-25,-1.0,2.0,90.0,7.0,-9.0,-2.0
Veneto,2021-09-26,-14.0,-4.0,20.0,0.0,5.0,2.0
Veneto,2021-09-27,1.0,14.0,70.0,-5.0,-13.0,1.0
Veneto,2021-09-28,3.0,12.0,82.0,-6.0,-13.0,1.0
Veneto,2021-09-29,0.0,10.0,68.0,-9.0,-13.0,1.0
Veneto,2021-09-30,1.0,12.0,65.0,-10.0,-12.0,1.0
Veneto,2021-10-01,-1.0,14.0,68.0,-7.0,-13.0,0.0
Veneto,2021-10-02,-3.0,3.0,79.0,2.0,-10.0,-1.0
Veneto,2021-10-03,-6.0,-6.0,74.0,10.0,4.0,-1.0
Veneto,2021-10-04,-6.0,8.0,40.0,-13.0,-14.0,2.0
Veneto,2021-10-05,-4.0,11.0,42.0,-17.0,-14.0,3.0
Veneto,2021-10-06,-11.0,4.0,12.0,-19.0,-12.0,3.0
Veneto,2021-10-07,-5.0,13.0,28.0,-17.0,-12.0,2.0
Veneto,2021-10-08,-5.0,13.0,42.0,-13.0,-12.0,2.0
Veneto,2021-10-09,-5.0,3.0,62.0,-6.0,-9.0,0.0
Veneto,2021-10-10,-7.0,-6.0,72.0,9.0,0.0,0.0
Veneto,2021-10-11,-4.0,11.0,53.0,-17.0,-12.0,2.0
Veneto,2021-10-12,0.0,14.0,54.0,-12.0,-12.0,2.0
Veneto,2021-10-13,-2.0,13.0,51.0,-12.0,-11.0,1.0
Veneto,2021-10-14,-1.0,18.0,50.0,-12.0,-11.0,1.0
Veneto,2021-10-15,-3.0,16.0,49.0,-10.0,-13.0,1.0
Veneto,2021-10-16,-4.0,6.0,61.0,-2.0,-9.0,-1.0
Veneto,2021-10-17,-5.0,-6.0,73.0,14.0,0.0,-1.0
Veneto,2021-10-18,-3.0,15.0,50.0,-12.0,-13.0,1.0
Veneto,2021-10-19,-1.0,15.0,51.0,-14.0,-12.0,2.0
Veneto,2021-10-20,-3.0,15.0,42.0,-13.0,-11.0,2.0
Veneto,2021-10-21,-5.0,15.0,20.0,-16.0,-11.0,3.0
Veneto,2021-10-22,-4.0,15.0,41.0,-10.0,-11.0,2.0
Veneto,2021-10-23,-4.0,6.0,61.0,-3.0,-8.0,0.0
Veneto,2021-10-24,-7.0,-5.0,73.0,11.0,-1.0,0.0
Veneto,2021-10-25,-5.0,13.0,46.0,-13.0,-12.0,2.0
Veneto,2021-10-26,-1.0,14.0,54.0,-13.0,-11.0,2.0
Veneto,2021-10-27,-3.0,16.0,45.0,-13.0,-10.0,1.0
Veneto,2021-10-28,-2.0,15.0,45.0,-12.0,-10.0,1.0
Veneto,2021-10-29,-3.0,17.0,43.0,-6.0,-11.0,1.0
Veneto,2021-10-30,-3.0,11.0,62.0,6.0,-11.0,-1.0
Veneto,2021-10-31,1.0,12.0,79.0,15.0,0.0,-1.0
Veneto,2021-11-01,-23.0,-26.0,10.0,-36.0,-81.0,21.0
Veneto,2021-11-02,-4.0,24.0,47.0,-8.0,-11.0,2.0
Veneto,2021-11-03,-11.0,13.0,-1.0,-19.0,-9.0,4.0
Veneto,2021-11-04,-5.0,18.0,27.0,-17.0,-9.0,2.0
Veneto,2021-11-05,-7.0,14.0,20.0,-15.0,-9.0,3.0
Veneto,2021-11-06,-7.0,8.0,31.0,-14.0,-6.0,2.0
Veneto,2021-11-07,-12.0,-3.0,28.0,-8.0,-2.0,2.0
Veneto,2021-11-08,-12.0,9.0,-6.0,-22.0,-10.0,4.0
Veneto,2021-11-09,-5.0,13.0,20.0,-19.0,-10.0,3.0
Veneto,2021-11-10,-6.0,14.0,20.0,-18.0,-8.0,2.0
Veneto,2021-11-11,-4.0,15.0,27.0,-16.0,-10.0,2.0
Veneto,2021-11-12,-7.0,14.0,22.0,-15.0,-9.0,3.0
Veneto,2021-11-13,-8.0,8.0,18.0,-17.0,-7.0,2.0
Veneto,2021-11-14,-21.0,-3.0,-27.0,-23.0,-5.0,6.0
Veneto,2021-11-15,-10.0,11.0,3.0,-20.0,-10.0,3.0
Veneto,2021-11-16,-7.0,11.0,2.0,-22.0,-10.0,4.0
Veneto,2021-11-17,-7.0,14.0,9.0,-20.0,-9.0,3.0
Veneto,2021-11-18,-6.0,13.0,25.0,-18.0,-9.0,3.0
Veneto,2021-11-19,-7.0,14.0,18.0,-16.0,-9.0,3.0
Veneto,2021-11-20,-8.0,8.0,28.0,-15.0,-7.0,2.0
Veneto,2021-11-21,-16.0,-2.0,4.0,-11.0,-4.0,4.0
Veneto,2021-11-22,-10.0,11.0,-2.0,-22.0,-10.0,4.0
Veneto,2021-11-23,-5.0,13.0,25.0,-20.0,-10.0,3.0
Veneto,2021-11-24,-7.0,14.0,16.0,-19.0,-9.0,3.0
Veneto,2021-11-25,-9.0,12.0,-13.0,-24.0,-10.0,4.0
Veneto,2021-11-26,-7.0,16.0,-2.0,-21.0,-11.0,4.0
Veneto,2021-11-27,-9.0,10.0,10.0,-20.0,-7.0,3.0
Veneto,2021-11-28,-14.0,1.0,5.0,-19.0,-2.0,4.0
Veneto,2021-11-29,-9.0,12.0,8.0,-21.0,-10.0,3.0
Veneto,2021-11-30,-5.0,13.0,15.0,-21.0,-10.0,4.0
Veneto,2021-12-01,-8.0,16.0,3.0,-22.0,-9.0,3.0
Veneto,2021-12-02,-9.0,15.0,-9.0,-26.0,-10.0,5.0
Veneto,2021-12-03,-8.0,16.0,10.0,-21.0,-9.0,4.0
Veneto,2021-12-04,-11.0,8.0,19.0,-20.0,-6.0,3.0
Veneto,2021-12-05,-16.0,1.0,12.0,-21.0,-2.0,5.0
Veneto,2021-12-06,-5.0,17.0,32.0,-22.0,-12.0,3.0
Veneto,2021-12-07,6.0,28.0,45.0,-19.0,-12.0,2.0
Veneto,2021-12-08,-25.0,-21.0,-16.0,-53.0,-78.0,25.0
Veneto,2021-12-09,-11.0,21.0,-10.0,-28.0,-10.0,5.0
Veneto,2021-12-10,-9.0,19.0,-1.0,-25.0,-10.0,5.0
Veneto,2021-12-11,-9.0,11.0,30.0,-20.0,-3.0,3.0
Veneto,2021-12-12,-10.0,4.0,41.0,-12.0,5.0,3.0
Veneto,2021-12-13,-6.0,18.0,12.0,-24.0,-9.0,3.0
Veneto,2021-12-14,-2.0,19.0,18.0,-23.0,-9.0,4.0
Veneto,2021-12-15,-2.0,21.0,12.0,-21.0,-8.0,3.0
Veneto,2021-12-16,-2.0,21.0,11.0,-27.0,-9.0,3.0
Veneto,2021-12-17,-6.0,20.0,2.0,-22.0,-8.0,4.0
Veneto,2021-12-18,-9.0,13.0,8.0,-20.0,-5.0,2.0
Veneto,2021-12-19,-15.0,12.0,-6.0,-24.0,7.0,5.0
Veneto,2021-12-20,1.0,26.0,8.0,-23.0,-9.0,3.0
Veneto,2021-12-21,6.0,32.0,14.0,-23.0,-10.0,3.0
Veneto,2021-12-22,6.0,39.0,15.0,-18.0,-10.0,2.0
Veneto,2021-12-23,11.0,55.0,10.0,-20.0,-14.0,2.0
Veneto,2021-12-24,-5.0,65.0,5.0,-39.0,-57.0,16.0
Veneto,2021-12-25,-70.0,-87.0,-41.0,-61.0,-70.0,12.0
Veneto,2021-12-26,-46.0,-54.0,-2.0,-33.0,-21.0,8.0
Veneto,2021-12-27,-5.0,25.0,27.0,-35.0,-42.0,11.0
Veneto,2021-12-28,-4.0,23.0,40.0,-34.0,-41.0,12.0
Veneto,2021-12-29,-7.0,28.0,35.0,-33.0,-42.0,12.0
Veneto,2021-12-30,-5.0,46.0,37.0,-32.0,-45.0,12.0
Veneto,2021-12-31,-19.0,45.0,33.0,-40.0,-64.0,17.0
Abruzzo,2022-01-01,-59.0,-77.0,108.0,-24.0,-71.0,14.0
Abruzzo,2022-01-02,-20.0,14.0,64.0,30.0,-19.0,6.0
Abruzzo,2022-01-03,-4.0,37.0,80.0,2.0,-39.0,10.0
Abruzzo,2022-01-04,-4.0,41.0,91.0,-5.0,-39.0,10.0
Abruzzo,2022-01-05,4.0,62.0,88.0,0.0,-38.0,8.0
Abruzzo,2022-01-06,-25.0,-20.0,83.0,-24.0,-76.0,21.0
Abruzzo,2022-01-07,-15.0,37.0,33.0,-12.0,-44.0,15.0
Abruzzo,2022-01-08,-24.0,17.0,26.0,-1.0,-31.0,11.0
Abruzzo,2022-01-09,-41.0,-4.0,-26.0,-7.0,-18.0,11.0
Abruzzo,2022-01-10,-23.0,20.0,-19.0,-17.0,-23.0,10.0
Abruzzo,2022-01-11,-22.0,21.0,-7.0,-16.0,-21.0,8.0
Abruzzo,2022-01-12,-23.0,20.0,-13.0,-19.0,-20.0,9.0
Abruzzo,2022-01-13,-21.0,19.0,2.0,-16.0,-19.0,9.0
Abruzzo,2022-01-14,-21.0,20.0,11.0,-14.0,-19.0,9.0
Abruzzo,2022-01-15,-22.0,13.0,38.0,-13.0,-21.0,8.0
Abruzzo,2022-01-16,-28.0,-3.0,47.0,-9.0,-16.0,7.0
Abruzzo,2022-01-17,-18.0,17.0,18.0,-14.0,-19.0,7.0
Abruzzo,2022-01-18,-18.0,20.0,25.0,-14.0,-19.0,7.0
Abruzzo,2022-01-19,-17.0,22.0,28.0,-16.0,-18.0,7.0
Abruzzo,2022-01-20,-20.0,18.0,2.0,-18.0,-18.0,8.0
Abruzzo,2022-01-21,-23.0,19.0,-10.0,-16.0,-19.0,10.0
Abruzzo,2022-01-22,-22.0,12.0,32.0,-14.0,-21.0,8.0
Abruzzo,2022-01-23,-30.0,-3.0,26.0,-16.0,-17.0,8.0
Abruzzo,2022-01-24,-23.0,14.0,-13.0,-19.0,-21.0,8.0
Abruzzo,2022-01-25,-18.0,20.0,18.0,-14.0,-19.0,7.0
Abruzzo,2022-01-26,-17.0,21.0,18.0,-13.0,-18.0,7.0
Abruzzo,2022-01-27,-18.0,19.0,6.0,-16.0,-17.0,7.0
Abruzzo,2022-01-28,-20.0,20.0,3.0,-12.0,-17.0,8.0
Abruzzo,2022-01-29,-19.0,15.0,33.0,-14.0,-19.0,7.0
Abruzzo,2022-01-30,-23.0,0.0,53.0,-9.0,-15.0,6.0
Abruzzo,2022-01-31,-17.0,17.0,7.0,-14.0,-18.0,6.0
Abruzzo,2022-02-01,-18.0,21.0,0.0,-15.0,-18.0,7.0
Abruzzo,2022-02-02,-14.0,24.0,31.0,-13.0,-15.0,6.0
Abruzzo,2022-02-03,-15.0,20.0,18.0,-13.0,-14.0,6.0
Abruzzo,2022-02-04,-16.0,22.0,19.0,-9.0,-15.0,6.0
Abruzzo,2022-02-05,-21.0,13.0,21.0,-15.0,-18.0,7.0
Abruzzo,2022-02-06,-22.0,0.0,56.0,-7.0,-13.0,5.0
Abruzzo,2022-02-07,-18.0,16.0,6.0,-12.0,-16.0,6.0
Abruzzo,2022-02-08,-13.0,22.0,31.0,-8.0,-15.0,5.0
Abruzzo,2022-02-09,-12.0,21.0,46.0,-8.0,-13.0,4.0
Abruzzo,2022-02-10,-12.0,20.0,33.0,-8.0,-13.0,4.0
Abruzzo,2022-02-11,-11.0,21.0,36.0,-2.0,-13.0,4.0
Abruzzo,2022-02-12,-19.0,12.0,1.0,-14.0,-16.0,7.0
Abruzzo,2022-02-13,-20.0,3.0,37.0,-4.0,-11.0,5.0
Abruzzo,2022-02-14,-2.0,21.0,33.0,-7.0,-13.0,2.0
Abruzzo,2022-02-15,-13.0,17.0,24.0,-7.0,-14.0,4.0
Abruzzo,2022-02-16,-12.0,21.0,31.0,-6.0,-12.0,4.0
Abruzzo,2022-02-17,-11.0,18.0,31.0,-7.0,-11.0,4.0
Abruzzo,2022-02-18,-11.0,20.0,42.0,1.0,-12.0,3.0
Abruzzo,2022-02-19,-14.0,12.0,55.0,-1.0,-15.0,4.0
Abruzzo,2022-02-20,-19.0,2.0,49.0,1.0,-10.0,3.0
Abruzzo,2022-02-21,-13.0,15.0,24.0,-7.0,-13.0,3.0
Aosta,2022-01-01,-16.0,-33.0,129.0,-23.0,-52.0,13.0
Aosta,2022-01-02,17.0,68.0,130.0,1.0,-16.0,5.0
Aosta,2022-01-03,40.0,90.0,209.0,-3.0,-37.0,11.0
Aosta,2022-01-04,27.0,77.0,191.0,-8.0,-37.0,11.0
Aosta,2022-01-05,29.0,82.0,155.0,-10.0,-38.0,11.0
Aosta,2022-01-06,21.0,26.0,208.0,-20.0,-65.0,20.0
Aosta,2022-01-07,11.0,56.0,131.0,-17.0,-42.0,15.0
Aosta,2022-01-08,-19.0,19.0,39.0,-34.0,-23.0,10.0
Aosta,2022-01-09,-43.0,-10.0,-19.0,-46.0,-18.0,10.0
Aosta,2022-01-10,-23.0,23.0,-7.0,-30.0,-19.0,8.0
Aosta,2022-01-11,-25.0,20.0,5.0,-28.0,-20.0,8.0
Aosta,2022-01-12,-25.0,16.0,-1.0,-32.0,-20.0,9.0
Aosta,2022-01-13,-26.0,16.0,-7.0,-31.0,-19.0,10.0
Aosta,2022-01-14,-27.0,10.0,4.0,-34.0,-19.0,9.0
Aosta,2022-01-15,-28.0,5.0,5.0,-43.0,-17.0,8.0
Aosta,2022-01-16,-28.0,-11.0,3.0,-45.0,-21.0,7.0
Aosta,2022-01-17,-23.0,12.0,-3.0,-31.0,-19.0,8.0
Aosta,2022-01-18,-23.0,13.0,10.0,-31.0,-20.0,7.0
Aosta,2022-01-19,-22.0,14.0,-10.0,-31.0,-19.0,8.0
Aosta,2022-01-20,-24.0,12.0,-12.0,-33.0,-18.0,9.0
Aosta,2022-01-21,-24.0,9.0,-5.0,-37.0,-18.0,9.0
Aosta,2022-01-22,-23.0,3.0,0.0,-42.0,-14.0,7.0
Aosta,2022-01-23,-25.0,-10.0,-4.0,-42.0,-16.0,6.0
Aosta,2022-01-24,-20.0,14.0,-6.0,-35.0,-17.0,7.0
Aosta,2022-01-25,-20.0,10.0,6.0,-31.0,-18.0,7.0
Aosta,2022-01-26,-21.0,9.0,-8.0,-33.0,-17.0,7.0
Aosta,2022-01-27,-20.0,11.0,-4.0,-30.0,-14.0,8.0
Aosta,2022-01-28,-19.0,10.0,7.0,-30.0,-14.0,7.0
Aosta,2022-01-29,-18.0,4.0,9.0,-38.0,-11.0,5.0
Aosta,2022-01-30,-15.0,-4.0,10.0,-32.0,-14.0,4.0
Aosta,2022-01-31,-23.0,14.0,-14.0,-34.0,-16.0,7.0
Aosta,2022-02-01,-21.0,13.0,-7.0,-25.0,-15.0,6.0
Aosta,2022-02-02,-20.0,11.0,-13.0,-29.0,-14.0,7.0
Aosta,2022-02-03,-17.0,12.0,-2.0,-31.0,-12.0,6.0
Aosta,2022-02-04,-16.0,11.0,8.0,-29.0,-13.0,6.0
Aosta,2022-02-05,-15.0,10.0,10.0,-35.0,-9.0,5.0
Aosta,2022-02-06,-16.0,-2.0,5.0,-37.0,-12.0,4.0
Aosta,2022-02-07,-18.0,12.0,-6.0,-29.0,-14.0,6.0
Aosta,2022-02-08,-14.0,12.0,19.0,-23.0,-11.0,4.0
Aosta,2022-02-09,-12.0,11.0,6.0,-26.0,-12.0,4.0
Aosta,2022-02-10,-13.0,13.0,4.0,-25.0,-11.0,5.0
Aosta,2022-02-11,-14.0,15.0,7.0,-27.0,-10.0,5.0
Aosta,2022-02-12,-13.0,6.0,13.0,-34.0,-7.0,4.0
Aosta,2022-02-13,-12.0,1.0,13.0,-33.0,-9.0,3.0
Aosta,2022-02-14,-7.0,19.0,3.0,-30.0,-10.0,4.0
Aosta,2022-02-15,-13.0,12.0,13.0,-20.0,-12.0,4.0
Aosta,2022-02-16,-14.0,13.0,2.0,-24.0,-11.0,5.0
Aosta,2022-02-17,-14.0,15.0,6.0,-20.0,-9.0,5.0
Aosta,2022-02-18,-11.0,16.0,23.0,-19.0,-9.0,3.0
Aosta,2022-02-19,-12.0,11.0,18.0,-24.0,-8.0,3.0
Aosta,2022-02-20,-11.0,4.0,19.0,-24.0,-10.0,2.0
Aosta,2022-02-21,-13.0,17.0,3.0,-22.0,-9.0,5.0
Apulia,2022-01-01,-55.0,-72.0,21.0,-37.0,-64.0,11.0
Apulia,2022-01-02,-16.0,17.0,100.0,32.0,-10.0,5.0
Apulia,2022-01-03,-3.0,37.0,37.0,-8.0,-31.0,8.0
Apulia,2022-01-04,-2.0,41.0,39.0,-9.0,-31.0,9.0
Apulia,2022-01-05,4.0,60.0,31.0,-10.0,-32.0,7.0
Apulia,2022-01-06,-24.0,-30.0,52.0,-31.0,-70.0,18.0
Apulia,2022-01-07,-20.0,29.0,-22.0,-22.0,-37.0,13.0
Apulia,2022-01-08,-29.0,16.0,-36.0,-14.0,-28.0,12.0
Apulia,2022-01-09,-33.0,-4.0,2.0,4.0,-14.0,10.0
Apulia,2022-01-10,-25.0,18.0,-34.0,-24.0,-19.0,10.0
Apulia,2022-01-11,-18.0,28.0,-20.0,-21.0,-18.0,9.0
Apulia,2022-01-12,-18.0,25.0,-15.0,-25.0,-18.0,8.0
Apulia,2022-01-13,-19.0,23.0,-16.0,-22.0,-17.0,8.0
Apulia,2022-01-14,-21.0,24.0,-19.0,-25.0,-17.0,9.0
Apulia,2022-01-15,-23.0,16.0,-11.0,-18.0,-17.0,8.0
Apulia,2022-01-16,-26.0,-4.0,44.0,-10.0,-13.0,8.0
Apulia,2022-01-17,-16.0,21.0,-4.0,-22.0,-15.0,7.0
Apulia,2022-01-18,-15.0,22.0,-4.0,-20.0,-16.0,7.0
Apulia,2022-01-19,-14.0,23.0,-2.0,-20.0,-16.0,7.0
Apulia,2022-01-20,-16.0,21.0,-10.0,-18.0,-15.0,7.0
Apulia,2022-01-21,-21.0,20.0,-27.0,-24.0,-15.0,9.0
Apulia,2022-01-22,-26.0,14.0,-32.0,-23.0,-17.0,9.0
Apulia,2022-01-23,-31.0,-5.0,-16.0,-19.0,-13.0,9.0
Apulia,2022-01-24,-20.0,16.0,-22.0,-24.0,-15.0,8.0
Apulia,2022-01-25,-16.0,20.0,-15.0,-21.0,-16.0,8.0
Apulia,2022-01-26,-14.0,22.0,-9.0,-21.0,-15.0,7.0
Apulia,2022-01-27,-14.0,23.0,-7.0,-16.0,-14.0,7.0
Apulia,2022-01-28,-16.0,25.0,-13.0,-18.0,-14.0,7.0
Apulia,2022-01-29,-22.0,16.0,-29.0,-21.0,-15.0,8.0
Apulia,2022-01-30,-20.0,1.0,51.0,-4.0,-11.0,6.0
Apulia,2022-01-31,-12.0,23.0,1.0,-16.0,-13.0,6.0
Apulia,2022-02-01,-18.0,19.0,-25.0,-20.0,-15.0,8.0
Apulia,2022-02-02,-12.0,26.0,-6.0,-18.0,-12.0,6.0
Apulia,2022-02-03,-14.0,23.0,-12.0,-14.0,-12.0,6.0
Apulia,2022-02-04,-14.0,25.0,-2.0,-15.0,-12.0,6.0
Apulia,2022-02-05,-19.0,17.0,2.0,-12.0,-13.0,6.0
Apulia,2022-02-06,-18.0,-2.0,65.0,1.0,-9.0,5.0
Apulia,2022-02-07,-18.0,14.0,-14.0,-17.0,-12.0,6.0
Apulia,2022-02-08,-16.0,20.0,-16.0,-15.0,-13.0,7.0
Apulia,2022-02-09,-9.0,25.0,11.0,-13.0,-11.0,5.0
Apulia,2022-02-10,-9.0,23.0,12.0,-7.0,-10.0,4.0
Apulia,2022-02-11,-10.0,25.0,11.0,-8.0,-10.0,4.0
Apulia,2022-02-12,-15.0,15.0,2.0,-7.0,-12.0,5.0
Apulia,2022-02-13,-14.0,2.0,67.0,6.0,-8.0,4.0
Apulia,2022-02-14,2.0,22.0,21.0,-8.0,-9.0,3.0
Apulia,2022-02-15,-10.0,20.0,5.0,-6.0,-11.0,4.0
Apulia,2022-02-16,-13.0,19.0,-9.0,-12.0,-11.0,5.0
Apulia,2022-02-17,-9.0,23.0,6.0,-5.0,-9.0,4.0
Apulia,2022-02-18,-10.0,23.0,13.0,-7.0,-9.0,4.0
Apulia,2022-02-19,-13.0,15.0,14.0,-1.0,-11.0,4.0
Apulia,2022-02-20,-13.0,-1.0,80.0,12.0,-6.0,3.0
Apulia,2022-02-21,-10.0,19.0,12.0,-5.0,-9.0,4.0
Basilicata,2022-01-01,-48.0,-71.0,74.0,-32.0,-62.0,13.0
Basilicata,2022-01-02,4.0,30.0,118.0,44.0,-11.0,5.0
Basilicata,2022-01-03,3.0,43.0,87.0,-13.0,-31.0,8.0
Basilicata,2022-01-04,4.0,47.0,98.0,-12.0,-29.0,9.0
Basilicata,2022-01-05,8.0,66.0,87.0,-6.0,-31.0,7.0
Basilicata,2022-01-06,-27.0,-29.0,104.0,-34.0,-67.0,19.0
Basilicata,2022-01-07,-17.0,32.0,24.0,-24.0,-37.0,13.0
Basilicata,2022-01-08,-24.0,22.0,2.0,-30.0,-31.0,12.0
Basilicata,2022-01-09,-31.0,-4.0,3.0,-21.0,-16.0,10.0
Basilicata,2022-01-10,-30.0,9.0,-17.0,-37.0,-25.0,12.0
Basilicata,2022-01-11,-22.0,19.0,3.0,-33.0,-21.0,10.0
Basilicata,2022-01-12,-20.0,23.0,1.0,-29.0,-17.0,9.0
Basilicata,2022-01-13,-18.0,22.0,5.0,-28.0,-15.0,8.0
Basilicata,2022-01-14,-21.0,22.0,6.0,-28.0,-19.0,9.0
Basilicata,2022-01-15,-21.0,17.0,8.0,-28.0,-20.0,8.0
Basilicata,2022-01-16,-22.0,-4.0,38.0,-19.0,-14.0,7.0
Basilicata,2022-01-17,-17.0,19.0,17.0,-27.0,-15.0,6.0
Basilicata,2022-01-18,-14.0,19.0,31.0,-21.0,-13.0,7.0
Basilicata,2022-01-19,-13.0,24.0,19.0,-18.0,-14.0,6.0
Basilicata,2022-01-20,-15.0,22.0,7.0,-23.0,-12.0,7.0
Basilicata,2022-01-21,-20.0,20.0,-4.0,-27.0,-16.0,8.0
Basilicata,2022-01-22,-21.0,17.0,-6.0,-32.0,-19.0,8.0
Basilicata,2022-01-23,-26.0,-8.0,1.0,-29.0,-16.0,8.0
Basilicata,2022-01-24,-22.0,15.0,-3.0,-30.0,-16.0,8.0
Basilicata,2022-01-25,-15.0,19.0,13.0,-24.0,-13.0,7.0
Basilicata,2022-01-26,-14.0,23.0,14.0,-19.0,-14.0,6.0
Basilicata,2022-01-27,-11.0,24.0,14.0,-20.0,-12.0,6.0
Basilicata,2022-01-28,-17.0,23.0,2.0,-20.0,-16.0,7.0
Basilicata,2022-01-29,-21.0,16.0,-13.0,-23.0,-19.0,9.0
Basilicata,2022-01-30,-15.0,2.0,32.0,-17.0,-12.0,6.0
Basilicata,2022-01-31,-15.0,21.0,11.0,-21.0,-14.0,6.0
Basilicata,2022-02-01,-17.0,16.0,3.0,-27.0,-12.0,8.0
Basilicata,2022-02-02,-12.0,27.0,19.0,-20.0,-11.0,6.0
Basilicata,2022-02-03,-11.0,25.0,12.0,-22.0,-10.0,6.0
Basilicata,2022-02-04,-14.0,25.0,12.0,-17.0,-14.0,6.0
Basilicata,2022-02-05,-17.0,19.0,8.0,-22.0,-17.0,6.0
Basilicata,2022-02-06,-13.0,1.0,35.0,-14.0,-11.0,5.0
Basilicata,2022-02-07,-19.0,15.0,-1.0,-25.0,-15.0,7.0
Basilicata,2022-02-08,-13.0,23.0,13.0,-20.0,-11.0,6.0
Basilicata,2022-02-09,-9.0,27.0,30.0,-13.0,-12.0,5.0
Basilicata,2022-02-10,-7.0,26.0,29.0,-13.0,-8.0,4.0
Basilicata,2022-02-11,-10.0,26.0,22.0,-11.0,-13.0,5.0
Basilicata,2022-02-12,-14.0,20.0,11.0,-19.0,-16.0,6.0
Basilicata,2022-02-13,-8.0,7.0,45.0,-6.0,-9.0,4.0
Basilicata,2022-02-14,-1.0,26.0,29.0,-18.0,-10.0,3.0
Basilicata,2022-02-15,-11.0,18.0,23.0,-17.0,-9.0,5.0
Basilicata,2022-02-16,-11.0,23.0,14.0,-12.0,-9.0,5.0
Basilicata,2022-02-17,-8.0,24.0,22.0,-13.0,-7.0,4.0
Basilicata,2022-02-18,-9.0,24.0,32.0,-11.0,-12.0,4.0
Basilicata,2022-02-19,-10.0,19.0,29.0,-15.0,-15.0,4.0
Basilicata,2022-02-20,-6.0,1.0,57.0,-2.0,-7.0,3.0
Basilicata,2022-02-21,-13.0,18.0,20.0,-17.0,-12.0,4.0
Calabria,2022-01-01,-57.0,-74.0,20.0,-23.0,-68.0,14.0
Calabria,2022-01-02,-11.0,25.0,51.0,42.0,-15.0,6.0
Calabria,2022-01-03,1.0,46.0,42.0,9.0,-36.0,9.0
Calabria,2022-01-04,1.0,47.0,55.0,8.0,-36.0,9.0
Calabria,2022-01-05,5.0,68.0,53.0,13.0,-37.0,7.0
Calabria,2022-01-06,-29.0,-22.0,48.0,-14.0,-70.0,18.0
Calabria,2022-01-07,-16.0,35.0,3.0,-5.0,-39.0,13.0
Calabria,2022-01-08,-27.0,16.0,-29.0,5.0,-34.0,12.0
Calabria,2022-01-09,-37.0,-1.0,-25.0,7.0,-19.0,10.0
Calabria,2022-01-10,-17.0,29.0,-3.0,-10.0,-28.0,9.0
Calabria,2022-01-11,-20.0,22.0,-2.0,-18.0,-29.0,10.0
Calabria,2022-01-12,-20.0,26.0,0.0,-15.0,-28.0,10.0
Calabria,2022-01-13,-19.0,25.0,3.0,-14.0,-27.0,10.0
Calabria,2022-01-14,-19.0,23.0,12.0,-16.0,-25.0,10.0
Calabria,2022-01-15,-22.0,15.0,-1.0,-12.0,-26.0,9.0
Calabria,2022-01-16,-25.0,2.0,32.0,-4.0,-15.0,7.0
Calabria,2022-01-17,-14.0,25.0,15.0,-13.0,-22.0,7.0
Calabria,2022-01-18,-13.0,23.0,23.0,-13.0,-23.0,7.0
Calabria,2022-01-19,-14.0,25.0,17.0,-10.0,-22.0,7.0
Calabria,2022-01-20,-17.0,24.0,9.0,-10.0,-21.0,8.0
Calabria,2022-01-21,-19.0,20.0,-2.0,-15.0,-21.0,9.0
Calabria,2022-01-22,-20.0,14.0,0.0,-15.0,-24.0,8.0
Calabria,2022-01-23,-25.0,1.0,20.0,-6.0,-15.0,7.0
Calabria,2022-01-24,-16.0,19.0,-2.0,-15.0,-20.0,8.0
Calabria,2022-01-25,-15.0,20.0,10.0,-14.0,-21.0,7.0
Calabria,2022-01-26,-14.0,26.0,4.0,-8.0,-20.0,7.0
Calabria,2022-01-27,-13.0,27.0,10.0,-7.0,-19.0,7.0
Calabria,2022-01-28,-14.0,27.0,11.0,-8.0,-18.0,7.0
Calabria,2022-01-29,-20.0,16.0,-13.0,-13.0,-21.0,8.0
Calabria,2022-01-30,-21.0,5.0,21.0,-1.0,-14.0,6.0
Calabria,2022-01-31,-9.0,27.0,19.0,-7.0,-17.0,6.0
Calabria,2022-02-01,-15.0,22.0,-5.0,-14.0,-21.0,8.0
Calabria,2022-02-02,-12.0,30.0,7.0,-8.0,-19.0,7.0
Calabria,2022-02-03,-13.0,29.0,12.0,-6.0,-18.0,7.0
